gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability,Top_Churn_Reasons,Risk_Level,Recommended_Action,Campaign_Type,Customer_Priority
0,31.0,1,-1,-1,-1,-1,-1,-1,0,0,10455000,10455000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8098204966361514,sim_history_months (+1.249) .. Churn_Probability (+0.571) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,36.0,6,-1,-1,-1,-1,1,1,0,1,13425000,85995000,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.9115589474509446,sim_history_months (+1.04) .. Churn_Probability (+0.735) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Critical
0,20.0,21,-1,-1,-1,1,1,-1,0,1,12907500,272835000,0,0.0,1.0,0,0,0,1,0.7550032029247665,Churn_Probability (+0.482) .. gen_5G (+0.424) .. sim_history_months (+0.414),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,42.0,72,0,0,0,0,0,0,1,0,3780000,268102500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.0106671806831106,monthly_cost_toman (+0.512) .. birth_month_sin (+0.042) .. birth_month_cos (+0.038),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,39.0,32,1,1,-1,-1,-1,-1,0,1,5272500,157657500,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0.3126790990324641,monthly_cost_toman (+0.387) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,31.0,71,1,1,-1,1,1,-1,1,1,14947500,1077187500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.1325256155856489,total_cost_toman (+1.261) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,38.0,34,1,1,1,-1,1,1,0,1,15802500,553290000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7102371452347672,gen_5G (+0.424) .. Churn_Probability (+0.41) .. total_cost_toman (+0.398),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,42.0,3,-1,-1,-1,-1,-1,1,0,1,5272500,14962500,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.8259454182429617,sim_history_months (+1.166) .. Churn_Probability (+0.597) .. monthly_cost_toman (+0.387),High Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Very High
1,30.0,12,-1,-1,-1,-1,-1,-1,0,1,11062500,130710000,1,1.0,6.123233995736766e-17,0,0,0,1,0.818109068599371,sim_history_months (+0.79) .. Churn_Probability (+0.584) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,22.0,8,-1,-1,1,-1,1,1,0,0,15202500,117075000,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8445872138485381,sim_history_months (+0.957) .. Churn_Probability (+0.627) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,62.0,35,0,0,0,0,0,0,1,0,3645000,123240000,0,0.0,1.0,1,0,0,0,0.0475869461906829,monthly_cost_toman (+0.524) .. birth_month_cos (+0.075) .. age (+0.067),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,32.0,3,-1,-1,-1,-1,1,-1,0,1,12105000,35917500,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8896377254431426,sim_history_months (+1.166) .. Churn_Probability (+0.699) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,39.0,3,-1,-1,1,1,1,-1,0,1,13477500,36667500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8293062322318736,sim_history_months (+1.166) .. Churn_Probability (+0.602) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,52.0,53,-1,-1,1,-1,-1,1,1,1,9165000,503685000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.1867737062433355,total_cost_toman (+0.316) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,75.0,4,1,-1,-1,-1,-1,-1,0,1,4357500,19440000,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.6637238008500564,sim_history_months (+1.124) .. monthly_cost_toman (+0.464) .. Churn_Probability (+0.335),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
0,25.0,48,1,-1,1,-1,1,1,1,1,14955000,746580000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.4244815134798083,total_cost_toman (+0.716) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,45.0,6,1,1,-1,-1,-1,-1,0,0,8385000,54802500,1,0.4999999999999999,0.8660254037844387,0,0,1,0,0.453511291501649,sim_history_months (+1.04) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,32.0,3,-1,1,1,-1,1,1,0,1,15885000,50197500,1,0.0,1.0,0,0,0,1,0.8935917734512083,sim_history_months (+1.166) .. Churn_Probability (+0.706) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,34.0,54,-1,-1,1,1,-1,1,1,0,6900000,363607500,0,1.0,6.123233995736766e-17,0,0,1,0,0.0973029801072443,monthly_cost_toman (+0.249) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Conditional_Discount_Only_With_Value | Digital_Bundle_Automatic_Topup,Normal
0,31.0,1,-1,-1,-1,-1,-1,-1,0,0,6592500,6592500,1,1.2246467991473532e-16,-1.0,0,1,0,0,0.6026322738944302,sim_history_months (+1.249) .. monthly_cost_toman (+0.275) .. sim_card_type (+0.251),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,26.0,62,-1,1,1,1,1,1,0,1,12060000,747172500,0,-1.0,-1.8369701987210287e-16,0,0,1,0,0.2961253239790763,total_cost_toman (+0.717) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,40.0,22,-1,1,1,-1,1,1,1,1,15007500,313537500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.6527361770880513,gen_5G (+0.424) .. sim_history_months (+0.373) .. Churn_Probability (+0.317),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,22.0,1,-1,-1,-1,-1,-1,-1,0,1,6765000,6765000,1,1.2246467991473532e-16,-1.0,0,0,1,0,0.7395455369090104,sim_history_months (+1.249) .. Churn_Probability (+0.457) .. monthly_cost_toman (+0.261),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,51.0,51,-1,-1,1,-1,1,1,1,1,14100000,735862500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.511154402338206,total_cost_toman (+0.698) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,41.0,30,-1,1,1,-1,1,-1,1,1,10342500,305805000,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.272960967137955,gen_2G (+0.227) .. superapp_social_network (+0.132) .. international_roaming_package (+0.112),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,45.0,56,1,1,1,1,-1,-1,1,1,10267500,602100000,0,0.0,1.0,0,0,1,0,0.0499717075710414,total_cost_toman (+0.478) .. gen_2G (+0.227) .. operator_app_usage (+0.11),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),App_Engagement_Heroes_Points,Normal
1,34.0,35,-1,1,-1,1,1,-1,1,1,10350000,366255000,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.1922883334899188,gen_2G (+0.227) .. superapp_social_network (+0.132) .. international_roaming_package (+0.112),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,36.0,64,-1,1,-1,1,1,-1,0,1,6577500,412650000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.2061650371832291,monthly_cost_toman (+0.277) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,43.0,30,-1,-1,-1,-1,1,1,0,1,6675000,196170000,0,1.0,6.123233995736766e-17,0,0,1,0,0.7063991840576003,Churn_Probability (+0.404) .. monthly_cost_toman (+0.268) .. sim_card_type (+0.251),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,High
0,26.0,25,0,0,0,0,0,0,1,1,2805000,57547500,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0.1078825293870622,monthly_cost_toman (+0.594) .. sim_history_months (+0.247) .. operator_app_usage (+0.11),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points | Welcome_Campaign_24h_Guardian,Normal
0,36.0,41,-1,-1,-1,-1,-1,-1,0,0,10537500,430207500,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.5437985891938226,gen_5G (+0.424) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,30.0,9,-1,-1,-1,-1,1,-1,0,0,8302500,67462500,1,0.4999999999999999,0.8660254037844387,0,0,1,0,0.6629264404337816,sim_history_months (+0.915) .. Churn_Probability (+0.334) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,29.0,1,1,1,-1,-1,-1,-1,0,1,8032500,8032500,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0.5452145644154177,sim_history_months (+1.249) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,18.0,70,1,1,1,1,1,1,1,1,17190000,1182375000,0,1.0,6.123233995736766e-17,0,0,0,1,0.2033370682077942,total_cost_toman (+1.434) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,56.0,57,0,0,0,0,0,0,1,1,3015000,163155000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.0291075607020663,monthly_cost_toman (+0.577) .. operator_app_usage (+0.11) .. birth_month_cos (+0.065),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
1,32.0,9,-1,-1,-1,-1,1,-1,0,1,12825000,118755000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.867647033045555,sim_history_months (+0.915) .. Churn_Probability (+0.664) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,54.0,69,-1,1,1,1,1,1,1,1,16312500,1123957500,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.2725344727971717,total_cost_toman (+1.338) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,53.0,43,-1,1,1,-1,1,1,0,1,15450000,662145000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7510354828700965,total_cost_toman (+0.577) .. Churn_Probability (+0.476) .. gen_5G (+0.424),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
0,25.0,72,-1,-1,1,-1,1,1,1,1,14677500,1026195000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.3532587469273813,total_cost_toman (+1.177) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,27.0,44,0,0,0,0,0,0,1,0,2932500,122992500,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.0347829089851509,monthly_cost_toman (+0.584) .. gender (+0.015) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,71.0,72,1,1,-1,-1,-1,-1,1,1,12607500,907837500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.1219292983823211,total_cost_toman (+0.982) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,61.0,33,1,-1,1,1,1,1,1,1,15562500,504157500,1,1.0,6.123233995736766e-17,0,0,0,1,0.3994475429342213,gen_5G (+0.424) .. total_cost_toman (+0.317) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,40.0,54,-1,-1,1,-1,-1,1,0,0,13410000,730425000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.5452440924447572,total_cost_toman (+0.689) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,43.0,27,0,0,0,0,0,0,1,0,2955000,76395000,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0.0711612820206828,monthly_cost_toman (+0.582) .. sim_history_months (+0.164) .. birth_month_cos (+0.038),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,32.0,54,-1,1,-1,-1,-1,-1,0,1,11977500,646237500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.5124295256987288,total_cost_toman (+0.551) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,45.0,3,-1,1,-1,-1,-1,-1,0,0,11167500,33165000,0,1.0,6.123233995736766e-17,0,0,0,1,0.7833010476499529,sim_history_months (+1.166) .. Churn_Probability (+0.528) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,31.0,53,1,1,1,-1,-1,1,1,0,11115000,575092500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.0769571801603655,total_cost_toman (+0.434) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,18.0,1,-1,-1,-1,-1,-1,-1,0,1,10402500,10402500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8686970102408664,sim_history_months (+1.249) .. Churn_Probability (+0.666) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,24.0,15,0,0,0,0,0,0,1,0,2820000,44242500,0,0.0,1.0,1,0,0,0,0.116510256228891,sim_history_months (+0.665) .. monthly_cost_toman (+0.593) .. birth_month_cos (+0.075),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,40.0,56,-1,1,-1,-1,-1,-1,0,1,11077500,613927500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.5057821201400269,total_cost_toman (+0.498) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,26.0,5,1,1,-1,1,-1,-1,0,0,9660000,47535000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.3447839565279955,sim_history_months (+1.082) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,39.0,48,-1,1,1,-1,-1,-1,1,1,8370000,397680000,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.13329655265475,gen_2G (+0.227) .. total_cost_toman (+0.141) .. monthly_cost_toman (+0.126),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,27.0,25,0,0,0,0,0,0,0,0,3007500,70755000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.1822243954294286,monthly_cost_toman (+0.577) .. sim_card_type (+0.251) .. sim_history_months (+0.247),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,31.0,3,-1,-1,-1,-1,-1,-1,0,1,11272500,32512500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8475803619552015,sim_history_months (+1.166) .. Churn_Probability (+0.632) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,50.0,58,1,1,-1,-1,1,1,1,0,14872500,858142500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.2566540560059243,total_cost_toman (+0.9) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,43.0,10,-1,-1,-1,-1,-1,1,0,1,8512500,75487500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.7284586596624283,sim_history_months (+0.873) .. Churn_Probability (+0.44) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,40.0,1,-1,-1,-1,-1,-1,-1,0,1,10440000,10440000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8655301682377946,sim_history_months (+1.249) .. Churn_Probability (+0.661) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,51.0,71,-1,1,-1,1,1,1,1,1,15622500,1104795000,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.2666179121329513,total_cost_toman (+1.306) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,46.0,65,-1,1,1,1,1,1,1,1,16620000,1086885000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.2972723363730358,total_cost_toman (+1.277) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,57.0,5,-1,1,-1,-1,-1,-1,0,1,12022500,57750000,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8221206559078421,sim_history_months (+1.082) .. Churn_Probability (+0.591) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,34.0,28,-1,-1,1,1,-1,-1,0,1,5362500,144210000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.4383597379001335,monthly_cost_toman (+0.379) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,35.0,67,-1,-1,1,1,-1,1,1,1,10485000,692385000,0,-1.0,-1.8369701987210287e-16,0,1,0,0,0.0669418344385835,total_cost_toman (+0.627) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,24.0,35,1,-1,-1,1,-1,1,1,1,13380000,487695000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.3294736056152564,gen_5G (+0.424) .. total_cost_toman (+0.29) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,35.0,72,1,1,1,1,-1,1,1,0,8347500,582007500,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.0297820744459181,total_cost_toman (+0.445) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,52.0,61,1,1,-1,1,-1,1,1,1,7605000,463312500,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.0659630025782281,total_cost_toman (+0.25) .. gen_2G (+0.227) .. monthly_cost_toman (+0.19),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,56.0,68,0,0,0,0,0,0,1,1,3000000,209400000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.019200821250269,monthly_cost_toman (+0.578) .. operator_app_usage (+0.11) .. age (+0.049),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,52.0,1,1,-1,-1,-1,-1,-1,0,0,4575000,4575000,1,1.0,6.123233995736766e-17,0,0,1,0,0.6087872708716225,sim_history_months (+1.249) .. monthly_cost_toman (+0.445) .. sim_card_type (+0.251),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
